图像编号,裂隙编号,振幅R(mm),周期P(mm),相位β(rad),中心线位置C(mm)
图2-4.jpg,1,2.487621193633,6.9812083135285485,-1.9245176335170497,5.74175086489176
图2-4.jpg,2,0.3853633029271353,6.974733483578393,3.1415926535292957,7.578812798645991
图2-4.jpg,3,1.1003015831837581,6.856639665487043,-3.1415926535897754,7.119833646047294
图2-4.jpg,4,0.4881483256672784,5.95465255706408,-3.1415926535896226,7.410855085617978
图2-4.jpg,5,2.7667192623851387,6.044875140056596,3.141592653589528,6.834565835439602
图2-4.jpg,6,3.773725833774888,4.086437182733286,3.1415926535868897,45.88375744689649
图2-4.jpg,7,0.8938608890516596,2.9725093543698295,-3.141592653484627,41.36711540263362
图2-4.jpg,8,2.571698070915396,6.124138378053294,3.1415926535897927,65.7794982874462
图2-4.jpg,9,0.4668610201975237,8.038341577726307,-3.1415926535897927,63.196092398646215
图2-4.jpg,10,3.3427704556313076,10.965916798025194,-0.45758786835047077,87.97594077481766
图2-4.jpg,11,2.261336935018257,15.446271230749097,-3.1415926535897927,89.5241641027769
图2-4.jpg,12,2.721747551571804,28.518487603841198,3.1415926535897927,109.560625150463
图2-4.jpg,13,1.9224924222450392,22.74976067211292,3.1415926535894583,122.37681100565463
图2-4.jpg,14,4.469707895036947,69.05337266585187,3.1415926535897927,127.70530047189459
图2-4.jpg,15,2.6445868500811627,2.0000000000000013,0.09467409129459042,135.24999999999997
图2-4.jpg,16,0.20515664492945984,12.659813025622523,-3.141592653403125,136.72156514814122
图2-4.jpg,17,47.015810965404945,2.0084992971505966,2.3738954481068717,193.97915101780083
图2-4.jpg,18,1.0122816568624526,2.9813351990081833,-3.1415925875193977,224.60183268055113
图2-4.jpg,19,16.076647691487068,1.9901430368915718,-2.056497080672775,270.2083661209953
图2-4.jpg,20,15.806723237858922,1.9899385006939732,-2.506838055046484,271.7917586609672
图2-4.jpg,21,0.18311484734974018,2.9726314553394397,-3.1415884144150086,278.41478279071094
图2-4.jpg,22,1.1900794918972222,4.012468892503351,3.141592653589739,279.0197079208133
图2-4.jpg,23,1.0,2.0,0.0,279.0
图2-4.jpg,24,1.0571863893652367,5.811190300520179,-3.141592653589792,352.908186468465
图2-4.jpg,25,2.119426064193327,6.412576301467579,3.1415926535897927,376.2796861584096
图2-4.jpg,26,7.7411670409364275,58.25589006609161,3.141592653589087,408.42078026144753
图2-4.jpg,27,1.6693213667001252,2.894127498541884,-3.1415926535897927,434.38369452331807
图2-4.jpg,28,18.25312801217397,1.9827099462030053,-2.520431271624295,435.0000000000002
图2-4.jpg,29,3.045997877786055,5.839211630366686,-2.2126735385342706,436.78589169952454
图2-4.jpg,30,0.6338600255979123,9.112547629205856,0.014332049521744333,439.14868908537954
图2-4.jpg,31,0.6938407017409186,2.9989576344267936,-3.1415926535897816,464.002516160313
图2-4.jpg,32,3.1986429351578627,1.999999999999994,0.09392782575966636,465.29999999999995
图2-4.jpg,33,0.656503786133523,9.872427179449902,-3.141592653575299,466.3197647895627
图2-4.jpg,34,1.1426374449843553,2.9902898534951716,-3.141592653475612,503.60774061765665
图2-4.jpg,35,2.612965747133573,12.569628650890944,3.141592653589792,533.3460940439196
图2-4.jpg,36,5.031076791712184,2.0000000002164784,0.049711635352499874,575.2499999998778
图2-4.jpg,37,0.9232545489176323,5.1948452704678365,3.1415926528054725,574.7418560368873
图2-4.jpg,38,26.022939809930087,15.067532617996775,3.1415926535897927,651.2607265386697
图2-4.jpg,39,5.331331236964302,2.0000000000005427,0.18868807067091253,612.0000000000023
图2-4.jpg,40,4.678116147979886,2.0000000079773215,0.08918583930283724,648.0833333320784
图2-4.jpg,41,13.02024323052097,1.9925886746946415,-1.6167780957720368,697.1750742446789
图2-4.jpg,42,22.9172075132453,28.422421804579702,3.1415926535897927,773.6153989679331
图2-4.jpg,43,2.448344454440871,2.1855398766488405,-3.141592653580069,783.3818403631346
图2-4.jpg,44,0.4952511409652832,8.505360621885924,3.1415926535842513,802.2216328546515
图2-4.jpg,45,0.48508168275037095,8.017481738533712,3.141592653589784,808.1752654644908
图2-4.jpg,46,6.358681062555375,2.000008155563498,-0.03619923167833058,807.2500006899952
图2-4.jpg,47,4.3652748078920265,5.040298798826687,3.1415926535897256,819.480379415539
图2-4.jpg,48,3.973295270427905,9.287752553405529,3.1415926535791625,850.2315603166222
图2-4.jpg,49,1.2471259625190638,8.458944760404588,3.141592653574094,991.471217921004
图2-4.jpg,50,4.0,2.0,0.0,1093.0
图2-4.jpg,51,1.598853724965322,5.19704165538669,3.141592653571619,1132.468064004664
图2-4.jpg,52,3.7946710224163933,25.567671750533435,3.1415926535897873,1282.2167048010574
图2-4.jpg,53,2.0919695292360423,1.9999999999999845,-0.11979090031318428,1273.25
图2-4.jpg,54,3.634681506451014,4.396474525879291,3.141592653589471,1288.706532037458
图2-4.jpg,55,3.128730640716576,5.099995390743952,3.1415926535897696,1317.0569756020006
图2-4.jpg,56,4.208954684946335,7.0266167442866925,3.1415926535897913,1313.6645811414878
图2-4.jpg,57,3.5,2.0,0.0,1324.5
图2-5.jpg,1,2.487621193633,6.9812083135285485,-1.9245176335170497,5.74175086489176
图2-5.jpg,2,0.3853633029271353,6.974733483578393,3.1415926535292957,7.578812798645991
图2-5.jpg,3,1.1003015831837581,6.856639665487043,-3.1415926535897754,7.119833646047294
图2-5.jpg,4,0.4881483256672784,5.95465255706408,-3.1415926535896226,7.410855085617978
图2-5.jpg,5,2.7667192623851387,6.044875140056596,3.141592653589528,6.834565835439602
图2-5.jpg,6,3.7480534562255885,16.09371090481192,3.1415926535893814,37.10734609903997
图2-5.jpg,7,1.886888067990146,2.0000024182720115,-0.13234687465570746,28.250000039812225
图2-5.jpg,8,3.353472386893969,10.012553751469827,1.938658865023922,38.68263523219055
图2-5.jpg,9,0.1282812920447331,7.710563654532947,-3.141591348217768,39.97033443522548
图2-5.jpg,10,2.2327534594286567,6.679051479598621,-3.1415926535897833,44.699565693078696
图2-5.jpg,11,2.7641984015732546,21.764346930601715,-3.141591026240208,134.22682258408292
图2-5.jpg,12,2.5763653402549673,5.000096145087184,3.1415926535897696,134.99803072781867
图2-5.jpg,13,18.587909166165495,54.07461107600358,-1.2420180955035318,159.85679035692868
图2-5.jpg,14,0.5369806318335589,2.978541304203134,-3.1415926534782197,157.74783744420435
图2-5.jpg,15,6.944719361826408,1.9999999999849105,-0.002571329641223973,200.26785714284836
图2-5.jpg,16,7.786730146653211,1.9999999209236416,-0.03211139169826413,220.74999999438424
图2-5.jpg,17,2.4298633562797707,7.010990130343058,3.1415926534841065,247.42260415712116
图2-5.jpg,18,5.005923848805564,16.80319049278961,-3.1415926535897833,267.76623422470834
